scenario,test_id,biomarker,current_analytic_crc_cases,case_multiplier,expected_crc_cases,observed_OR_held_constant,current_SE_logOR,counterfactual_SE_logOR,ci_low_or,ci_high_or,ci_width_or,ci_width_log_or,mde_abs_logOR,mde_or_upper,mde_or_lower,detects_reference_or_1_20,reference_effect_OR,assumption,new_P_or_FDR_computed
event_expansion,NHANES_LBXPFDE,LBXPFDE,78.0,1,78.0,0.7709183651295605,0.1953777106123744,0.1953777106123744,0.5256571583241841,1.1306135877398389,0.6049564294156548,0.7658665523642859,0.5473673060003814,1.7286958944353403,0.5784707438821327,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFDE,LBXPFDE,78.0,2,156.0,0.7709183651295605,0.1953777106123744,0.13815290406671282,0.5880475252124319,1.0106583230315243,0.4226107978190924,0.5415494326607486,0.38704713387268164,1.4726259001990545,0.6790590874877525,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFDE,LBXPFDE,78.0,4,312.0,0.7709183651295605,0.1953777106123744,0.0976888553061872,0.6365836607343379,0.9336009739999543,0.2970173132656164,0.38293327618214296,0.2736836530001907,1.3147988037853322,0.7605726420810393,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFDE,LBXPFDE,78.0,8,624.0,0.7709183651295605,0.1953777106123744,0.06907645203335641,0.6733027823759916,0.882686276145747,0.2093834937697554,0.2707747163303743,0.19352356693634082,1.213517985115612,0.8240504156225834,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFHS,LBXPFHS,78.0,1,78.0,0.7646968363435038,0.1123513928373748,0.1123513928373748,0.6135579878127002,0.9530659907116595,0.3395080028989593,0.440409367148332,0.3147620014075925,1.3699332299747022,0.7299625836643633,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFHS,LBXPFHS,78.0,2,156.0,0.7646968363435038,0.1123513928373748,0.07944443175106142,0.6544343258997781,0.8935369499602247,0.23910262406044658,0.3114164500086614,0.22257034565515824,1.2492836982399094,0.8004586959782471,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFHS,LBXPFHS,78.0,4,312.0,0.7646968363435038,0.1123513928373748,0.0561756964186874,0.68497142436284,0.8537016738438512,0.16873024948101123,0.220204683574166,0.15738100070379624,1.1704414679832145,0.8543784779969374,True,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFHS,LBXPFHS,78.0,8,624.0,0.7646968363435038,0.1123513928373748,0.03972221587553071,0.7074205669968564,0.826610475853414,0.11918990885655756,0.1557082250043307,0.11128517282757912,1.1177136029591432,0.8946835731018242,True,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFNA,LBXPFNA,78.0,1,78.0,0.8862498364873671,0.1393931405513337,0.1393931405513337,0.6743797355870803,1.164683235907322,0.4903035003202417,0.5464110703450876,0.39052176207495987,1.4777516275247276,0.6767037040419479,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFNA,LBXPFNA,78.0,2,156.0,0.8862498364873671,0.1393931405513337,0.09856583493473757,0.7305614928477292,1.075116578636309,0.34455508578857985,0.386370973156411,0.27614058616412357,1.3180331482272976,0.7587062596604345,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFNA,LBXPFNA,78.0,4,312.0,0.8862498364873671,0.1393931405513337,0.06969657027566685,0.7730905059528567,1.0159726016888653,0.2428820957360086,0.2732055351725438,0.19526088103747993,1.2156280794407175,0.8226200240949328,False,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
event_expansion,NHANES_LBXPFNA,LBXPFNA,78.0,8,624.0,0.8862498364873671,0.1393931405513337,0.049282917467368785,0.8046489940217827,0.9761259611450187,0.171476967123236,0.1931854865782055,0.13807029308206178,1.1480562478499465,0.8710374616860256,True,1.2,Effect estimate and nuisance structure held constant; SE scales as 1/sqrt(case multiplier).,False
