chemical_id,canonical_name,CAS,PubChemCID,DTXSID,InChIKey,chemical_class,classification_rule_prefixes,eligible_as_environmental_exposure,drug_like_exclusion,drugcentral_match,pah_formula,pah_structure_valid,classification_exclusion_reason
C000599298,"10,10'-dimethyl-9,9'-biacridinium bis(monomethyl terephthalate)",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000619707,"10-(4-hydroxylphenyl)-5,15-bis (pentafluorophenyl)corrole",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C506025,10-(perfluorohexyl)decanol,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C091999,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-9-octadecene",113999-61-4,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C086465,"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-7-octadecene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C092003,"1,1,1,2,2,3,3,4,4,5,5,6,6---tridecafluoro-8-iodo-7-tetradecene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C092000,"1,1,1,2,2,3,3,4,4,5,5,6,6--tridecafluorohexadecane",147492-59-9,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C533806,"1,1,1,2,2-pentafluoro-7-phenylheptan-3-one",,CID:24995215,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C044230,"1,1,1,2,2-pentafluorohexane",94099-50-0,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C075510,"1,1,1,2,3,3,4,4,5,5,6,6,7,8,8,8-hexadecafluoro-2,7-bis(trifluoromethyl)octane",3021-63-4,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C414673,"1,1,1,3,3,3-hexafluoropropane",690-39-1,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C046325,"1,1,1,3,3,4,4,4-octafluoro-2-(trifluoromethyl)-2-butanol",6188-98-3,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C403631,"1,1,1,3,3-pentafluoropropane",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C543583,"1,1,1,3-tetrafluoropropene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C113464,"1,1,2,2,3,3,3-heptafluoro-1-iodopropane",754-34-7,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C585233,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C090336,"1,1,2,2-tetrafluoro-1-(2,2,2-trifluoroethoxy)ethane",406-78-0,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C527440,"1,1,2,2-tetrafluoroethanesulfonic acid",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C505284,"1,1,2,2-tetrahydroheptadecafluorodecanol-3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-1-decanol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C091756,"1,1,2,3,3,3-hexafluoropropyl methyl ether",382-34-3,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C006718,"1,12-benzoperylene",191-24-2,CID:9117,DTXSID5023908,GYFAGKUZYNFMBN-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C22H12,True,
C581681,"1,1,3,4-tetrahydro-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)quinazolin-2,4-dione",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000705689,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",,,,,bisphenols,D02.455.426.559.389.657.110,True,False,False,,False,
C040952,"1,1-dihydroperfluoroheptyl acrylate",559-11-5,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C018931,11-eicosafluoroundecanoic acid,1765-48-6,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C541120,"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C466991,"11-fluoro-7-(5-(methyl(3-((4,4,5,5,5-pentafluoropentyl)sulfanyl)propyl)amino)pentyl)estra-1,3,5(10)-triene-3,17-diol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C471034,"11-fluoro-7-(5-(methyl(7,7,8,8,9,9,10,10,10-nonafluorodecyl)amino)pentyl)estra-1,3,5(10)-triene-3,17-diol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C034041,11-methylbenzanthracene,,CID:22488,,,pahs,D02.455.426.559.847,True,False,False,C19H14,True,
C402363,1-(1-propynyl)pyrene,,CID:54377632,,,pahs,D02.455.426.559.847,True,False,False,C19H12,True,
C057082,"12,13-didehydro-F430",98971-74-5,,,,heavy_metals,D01.268.556;D01.552.544,True,False,False,,False,
C528199,"1,2,3,3,3-pentafluoropropene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000588980,"1,2,3,3,4,4,5,5,6,6-decafluorocyclohex-1-ene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000628157,"1, 2-benzenedicarboxylicacid, bis (2-methylpropyl) ester",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000628158,"1, 2-benzenedicarboxylic acid, mono (2-ethylhexyl) ester",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C555026,"1-(2-benzyl-1,3-dioxoisoindolin-5-yl)-3-(1-phenylethyl)thiourea",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C562128,"1,2-bis(2-methyl-6-nitro-1-benzothiophen-3-yl)perfluorocyclopentene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C007784,"1,2-dibromotetrafluoroethane",124-73-2,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C042839,"1,2-diglycidyl phthalate",7195-45-1,,,,phthalates,D02.241.223.805,True,False,False,,False,
C117619,"1,2-dimethylnaphthalene",573-98-8,CID:11317,DTXSID1058717,QNLZIZAQLLYXTC-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C12H12,True,
C402267,1-(2-methoxyphenyl)-4-(4--(2-phthalimido)cyclohexyl)piperazine,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C021220,12-methylbenzanthracene,2422-79-9,CID:17026,DTXSID2074829,ACYOLKMEHHTLAB-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C19H14,True,
C420844,"1,2-phthalic dicarboxaldehyde",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C098119,"1,2-phthaloyl dichloride",88-95-9,,,,phthalates,D02.241.223.805,True,False,False,,False,
C581936,"1,3,3,3-tetrafluoropropene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C570911,"1,3-bis(4-isobutyramidobenzamido)-2,4-bis(3-methoxy-4-(thiophene-2-carbonyloxy)phenyl)cyclobutane-1,3-dicarboxylic acid",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C547494,"1,4-benzenedicarboxylate",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C031969,"1,4-dimethylnaphthalene",571-58-4,CID:11304,DTXSID8035423,APQSQLNWAIULLK-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C12H12,True,
C466921,"1,6-dimethylnaphthalene",,CID:11328,,,pahs,D02.455.426.559.847,True,False,False,C12H12,True,
C481499,(188)Rhenium tin-colloid,,,,,heavy_metals,D01.268.556;D01.552.544,True,False,False,,False,
C078818,1-benzyl-4-(2-(4-(benzoylamino)phthalimido)ethyl)piperidine,144319-66-4,,,,phthalates,D02.241.223.805,True,False,False,,False,
C119498,1-(erythro-pentofuranosyl)-4-pentafluorophenyloxy-2(1H)pyrimidinone,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C121407,1-ethylpyrene,17088-22-1,CID:180541,DTXSID50878251,ZWAMZDRREBOHIO-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C18H14,True,
C042881,1-ethynylpyrene,34993-56-1,CID:154905,DTXSID30188527,VEBUBSLYGRMOSZ-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C18H10,True,
C546883,"1H,1H,10H,10H-perfluorodecane-1,10-diol",,CID:2733404,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C518336,"1H,1H,2H,2H-perfluorooctyl-1,3-dimethylbutyl ether",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C520952,"1H,1H,9H- perfluorononanol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C046634,1-(heptafluorobutyryl)imidazole,32477-35-3,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C527906,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C496309,1-methyl-3-(pentafluorophenyl)imidazolium,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C051246,1-methylanthracene,610-48-0,CID:11884,DTXSID3074787,KZNJSFHJUQDYHE-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C15H12,True,
C022032,1-methylbenz(a)anthracene,2498-77-3,CID:17256,DTXSID50179699,MWMBCXXTFFHALK-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C19H14,True,
C053036,1-methylfluorene,1730-37-6,CID:15604,DTXSID4061919,GKEUODMJRFDLJY-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C14H12,True,
C025968,1-methylnaphthalene,90-12-0,CID:7002,DTXSID9020877,QPUYECUOLPXSFR-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C11H10,True,
C041507,1-methylphenanthrene,832-69-9,CID:13257,DTXSID6025648,DOWJXOHBNXRUOD-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C15H12,True,
C053035,1-methylpyrene,2381-21-7,CID:16932,DTXSID0025654,KBSPJIWZDWBDGM-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C17H12,True,
C533033,"1-((N-(2,3,4,5,6-pentafluorocinnamoyl)-O-(2,6-dichlorobenzyl))tyrosyl)-4-(bis(diethoxyphosphono))methylaminiopiperidine",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C059857,1-N-3-methylphthalimidobutan-3-semicarbazone,120592-98-5,,,,phthalates,D02.241.223.805,True,False,False,,False,
C104493,1-N-desmethyl-25-N-phthaloylgoldinamine,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C548715,1-octadecyl-3-methylimidazolium,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C055317,1-O-hexadecyl-2-O-acetyl-sn-glycero-3-heptafluorobutyrate,119206-62-1,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C540001,"1-O-methyl-2,3,4-tri-acetyl-6-tetrafluorophthalimido-6-deoxy-D-glucopyranose",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C488181,1-(perfluorobutyl)undecanoic acid,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C065011,1-vinylpyrene,17088-21-0,CID:146322,DTXSID90168961,WPMHMYHJGDAHKX-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C18H12,True,
C057155,"2-(1,1,2,2-tetrafluoroethyl)benzimidazole",41185-74-4,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000593535,"2-(1-((1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)methyl)-1,2,3,4-tetrahydroisoquinolin-2-carbonyl)cyclohexane-1-carboxylic acid",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000620631,"2,17-bis-sulfonato-5,10,15-tris(pentafluorophenyl)corrolatoiron(III)",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C544514,2-18F-fluoropropionic acid,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C577111,2-((1-oxo-1-(phenethylamino)-3-phenylpropan-2-yl)carbamoyl)benzoic acid,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C520385,"(2.2)(1,4)phthalocyaninophane",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000621111,"2-(2,2,3,3,3-pentafluoropropoxy)-3-(4-(2,2,2-trifluoroethoxy)phenyl)-5,7-dihydro-3H-pyrrolo(2,3-d)pyrimidine-4,6-dione",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000599324,"2-(2-(3-(1-(2-fluoroethyl)-1H-indazol-6-yl)-7-methyl-4-oxo-3,4-dihydroquinazolin-2-yl)ethyl)-4-isopropoxyisoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C438507,"2,2,3,3,3-pentafluoro-1-propanol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C532136,"2,2,3,3,3-pentafluoropropyl chloroformate",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C519792,"2,2,3,3-tetrafluoro-1-propanol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000599323,"2-(2-(3-(4-(2-fluoroethoxy)phenyl)-7-methyl-4-oxo-3,4-dihydroquinazolin-2-yl)ethyl)-4-isopropoxyisoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C575354,"2-(2,4-difluorophenyl)-4,5,6,7-tetrafluoroisoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C477195,2-(2-(4'-fluorobiphenyl)ethylthio)-5-(phthalimidomethyl)cyclopentanecarboxylic acid,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C051906,"2,2,5,5-tetrakis(trifluoromethyl)-3-imidazoline",114611-60-8,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000631256,(225)Ac-PSMA-617,,,,,heavy_metals,D01.268.556;D01.552.544,True,False,False,,False,
C103309,"2-(2,6-diisopropylphenyl)-1H-isoindole-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C103310,"2-(2,6-diisopropylphenyl)-4,5,6,7-tetrafluoro-1H-isoindole-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C579116,"2-(2,6-diisopropylphenyl)-5-amino-1H-isoindole-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C001079,"2-(2,6-dioxopiperidin-3-yl)phthalimidine",26581-81-7,CID:91585,DTXSID401034323,WENKGSGGXGQHSH-UHFFFAOYSA-N,phthalates,D02.241.223.805,True,False,False,,False,
C000595768,"2-((2-acetyl-6,6-dimethyl-4-phenyl-5,6-dihydro-2H-1,2-oxazin-3-yl)methyl)-1H-isoindole-1,3(2H)-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C444579,2-(2-aminoethyl)-3-(p-chlorophenyl)-3-hydroxyphthalimidine,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C103195,"2,2'-bis(3,4-dicarboxyphenyl)hexafluoropropane dianhydride",1107-00-2,,,,pfas_perfluoro;phthalates,D02.241.223.805;D02.455.526.510.435,True,False,False,,False,
C047969,"2,2'-bisphenol F",,CID:75575,,,bisphenols,D02.455.426.559.389.657.110,True,False,False,,False,
C549969,2-(2-carboxybenzoylamino)-4-(3'-chloro-4'-fluorobiphenyl-4-yl)thiophene-3-carboxylic acid ethyl ester,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C545185,"2,2-dimethyl-N-(6-oxo-6,7-dihydro-5H-dibenzo(b,d)azepin-7-yl)-N'-(2,2,3,3,3-pentafluoropropyl)malonamide",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C049460,"2,2'-isophthaloyl bis(trimethylhydrazinium)",14338-89-7,,,,phthalates,D02.241.223.805,True,False,False,,False,
C096011,"2-(2-nitro-1H-imidazol-1-yl)-N-(2,2,3,3,3-pentafluoropropyl)acetamide",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C049461,"2,2'-phthaloyl bis(trimethylhydrazinium)",103739-44-2,,,,phthalates,D02.241.223.805,True,False,False,,False,
C049462,"2,2'-terephthaloyl bis(trimethylhydrazinium)",34180-13-7,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000624153,2-(((2-(tetradecyloxy)phenyl)amino)carbonyl)benzoic acid,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C541785,"2-(3-(4-(2-isopropoxyphenyl)piperazin-1-yl)propyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C068134,"2,3,4,5,6-pentafluoroaniline",771-60-8,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C087170,"2,3,4,5,6-pentafluorobenzyl alcohol",440-60-8,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C415129,"2,3,4,5,6-pentafluorodihydrotetramethylrosamine",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C545904,"2,3,4,5,6-pentafluoroheptane",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C085539,"2,3,4,5,6-pentafluorophenol",771-61-9,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C539573,"2,3,5,6-tetramethyl-1,4-benzenedicarboxylic acid",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000619894,"2-((3,5-dibromo-2-hydroxybenzylidene)amino)isoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C087332,"2,3,7,8,12,13,17,18-octabromo-5,10,15,20-tetrakis(pentafluorophenyl)porphyrinato-iron(III)",131917-66-3,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000624631,"2-(3-(benzyl(prop-2-yn-1-yl)amino)propyl)isoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C480951,"2,3-bis(2,3,4,5,6-pentafluorobenzyldiene)bicyclo(2.2.1)heptane",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C435763,"2,3-dihydroxyterephthalamide",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000619911,"2-((3-ethoxy-4-hydroxybenzylidene)amino)isoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C518748,"2-(3-fluorophenyl)-2,3-dihydro-N-(2-hydroxy-3-(4-(2-(1-methylethoxy)phenyl)-1-piperazinyl)propyl)-1,3-dioxo-1H-isoindole-5-carboxamide",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C476321,"2-(4-(4-(5-fluoro-1H-indol-3-yl)-3,6-dihydro-2H-pyridin-1-yl)butyl)-phthalimide",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C047971,"2,4'-bisphenol F",,CID:75576,,,bisphenols,D02.455.426.559.389.657.110,True,False,False,,False,
C527599,"2,4-difluoro-5-(1-methoxy-2-methylpropyl)isophthalaldehyde",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000610105,"2-(4-methylbenzylideneamino)isoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C518749,"2-(4-methylphenyll)-2,3-dihydro-N-(2-hydroxy-3-(4-(2-(1-methylethoxy)phenyl)-1-piperazinyl)propyl)-1,3-dioxo-1H-isoindole-5-carboxamide",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C084396,"25,26,26,26,27,27,27-heptafluorocholesterol",153463-21-9,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000602797,"2-(5-(3-chlorobenzylamino)pentyl)isoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000602796,"2-(5-(4-fluorobenzylamino)pentyl)isoindoline-1,3-dione",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C586110,"2,5-dihydroxy-1,4-benzenedicarboxylate",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000599921,"2,5-dihydroxyterephthalic acid",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C059475,"26,26,26,27,27-pentafluoro-1-hydroxy-27-methoxyvitamin D3",119839-97-3,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C018520,"2,6-diisopropylnaphthalene",24157-81-1,CID:32241,DTXSID7035272,GWLLTEXUIOFAFE-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C16H20,True,
C000591282,"2,6-dimethoxy terephthalic acid",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C028519,"2,6-dimethylnaphthalene",581-42-0,CID:11387,DTXSID0029187,YGYNBBAUIYTWBF-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C12H12,True,
C092905,"2,6-dimethylphenylphthalimide",20730-99-8,,,,phthalates,D02.241.223.805,True,False,False,,False,
C568612,"(2-(6-fluoro-1H-indol-3-yl)-ethyl)-(3-(2,2,3,3-tetrafluoropropoxy)benzyl)amine",,CID:21071390,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C514778,2-aminoperfluoropropene,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C004802,2-azidoisophthalic acid,42919-21-1,,,,phthalates,D02.241.223.805,True,False,False,,False,
C554298,2-bromo-5-tert-butylisophthalic acid,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C088156,2-bromomethyl-5-chlorobenzene sulfonylphthalimide,150519-70-3,,,,phthalates,D02.241.223.805,True,False,False,,False,
C061435,2-chlorocyclohexylthiophthalimide,59939-44-5,,,,phthalates,D02.241.223.805,True,False,False,,False,
C027931,"2-difluoromethoxy-2,2-difluoroacetic acid",75780-06-2,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000731051,"(2E)-N,N-diethyl-2-((3-methoxy-1,4-dioxonaphthalen-2-yl)methylidene)pentanamide",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C526674,"2-ethoxy-3,3,4,4,5-pentafluorotetrahydro-2,5-bis(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)furan",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C051450,2-ethyl-5-carboxypentyl phthalate,40809-41-4,,DTXSID20873152,XFGRNAPKLGXDGF-UHFFFAOYSA-N,phthalates,D02.241.223.805,True,False,False,,False,
C103350,2-ethylhexanoic acid cobalt salt,136-52-7,,,,heavy_metals,D01.268.556;D01.552.544,True,False,False,,False,
C419565,2-ethylhexanoic acid tin(II) salt,,,,,heavy_metals,D01.268.556;D01.552.544,True,False,False,,False,
C065012,2-ethynylnaphthalene,2949-26-0,CID:115017,DTXSID50183690,IZXPFTLEVNQLGD-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C12H8,True,
C535034,2-ethynylpyrene,,CID:10846871,,,pahs,D02.455.426.559.847,True,False,False,C18H10,True,
C095069,2-fluoroethyl bromide,762-49-2,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C540086,2-formylcinnamaldehyde,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000605796,"2H,3H-decafluoropentane",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C522458,"2-hydroxy-4-(2,2,3,3,3-pentafluoropropoxy)benzoic acid",,CID:9795862,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C028684,2-hydroxyethylphthalimide,3891-07-4,,,,phthalates,D02.241.223.805,True,False,False,,False,
C492390,2-hydroxyisophthalic acid,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C065549,2-hydroxynonafluoroazobenzene,129520-55-4,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C500159,2-(hydroxypentafluorophenylmethylphosphinoylmethyl)pentanedioic acid,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C406866,2-hydroxyterephthalic acid,636-94-2,,,,phthalates,D02.241.223.805,True,False,False,,False,
C410032,2-methoxy-4-(2-phthalimidinyl)phenylsulfonyl chloride,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C516982,2-methoxyisophthalamide,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C051247,2-methylanthracene,613-12-7,CID:11936,DTXSID8060616,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C15H12,True,
C047719,2-methylbenz(a)anthracene,2498-76-2,CID:17255,DTXSID90179698,XPRFYYVRSILJDC-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C19H14,True,
C027384,2-methylnaphthalene,91-57-6,CID:7055,DTXSID4020878,QIMMUPPBPVKWKM-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C11H10,True,
C109834,2-methylphenanthrene,2531-84-2,CID:17321,DTXSID1025649,KANLOADZXMMCQA-UHFFFAOYSA-N,pahs,D02.455.426.559.847,True,False,False,C15H12,True,
C435127,2-(N-ethylperfluorooctanesulfonamido)ethyl alcohol,,CID:74322,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000601538,2-(N-methylperfluorooctanesulfonamido)acetic acid,,CID:22286931,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C408679,2-(N-phthalimidomethyl)benzoic acid,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C555522,2-(pentafluorobenzyloxycarbonyl)benzoyl chloride,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C472246,2-(pentafluorophenoxy)ethyl 2-(piperidino)ethanesulfonate,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C436737,(2-((pentafluorophenylmethyl)hydroxyphosphinyl) methyl)pentanedioic acid,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000720069,2-perfluorooctyl ethanoic acid,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C111517,(2-(perfluorooctyl)ethyl)trichlorosilane,,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C000604191,2-phthalimidethanol,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000604190,2-phthalimidethyl nitrate,,,,,phthalates,D02.241.223.805,True,False,False,,False,
C051947,2-phthalimidoethanesulfonamide,4443-23-6,,,,phthalates,D02.241.223.805,True,False,False,,False,
C569736,"(2RS,3RS)-5-amino-3-(4-(3-methoxyphenyl)piperazin-1-yl)-1,2,3,4-tetrahydronaphthalen-2-ol",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000619419,"3-(1,3-dioxoisoindolin-2-yl)benzyl nitrate",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C519087,"3,3,3-trifluoro-1-propene",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C068177,"3,3,4,4,5,5,6,6,6-nonafluoro-1-hexene",19430-93-4,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C516498,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyltriethoxysilan",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C519256,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-1-decanethiol",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C099918,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecylphosphocholine",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
