background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,precision,recall,raw_p_hypergeom,gprofiler_fdr,gprofiler_significant,parents,source_order,tested_term_family_size,BH_FDR_all_GO_KEGG,BH_FDR_within_source,BH_FDR_all_GO_KEGG_significant,BH_FDR_within_source_significant
primary_combined_exposure_crc,GO:BP,GO:0070887,cellular response to chemical stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2055,16319,81,44,0.5432098765432098,0.02141119221411192,2.2928030679880713e-19,6.960950114411904e-16,True,GO:0042221;GO:0051716,15231,24546,9.016218784556292e-15,5.62791441068352e-15,True,True
primary_combined_exposure_crc,GO:BP,GO:0009725,response to hormone,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",861,16319,81,28,0.345679012345679,0.032520325203252036,3.3495057111599703e-16,5.084549669540837e-13,True,GO:0009719;GO:0042221,3463,24546,6.5857981292827335e-12,4.110848359306632e-12,True,True
primary_combined_exposure_crc,GO:BP,GO:0042221,response to chemical,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3223,16319,81,49,0.6049382716049383,0.01520322680732237,9.273822706677602e-16,9.385108579157831e-13,True,GO:0050896,9400,24546,1.2156126803913002e-11,7.587841738603614e-12,True,True
primary_combined_exposure_crc,GO:BP,GO:0033993,response to lipid,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]",841,16319,81,27,0.3333333333333333,0.03210463733650416,1.8118711302493043e-15,1.3752101878592333e-12,True,GO:0042221,7811,24546,1.7812505081480912e-11,1.1118547190774856e-11,True,True
primary_combined_exposure_crc,GO:BP,GO:0032870,cellular response to hormone stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]",641,16319,81,24,0.2962962962962963,0.0374414976599064,3.3440311364898346e-15,2.0304957060766427e-12,True,GO:0009725;GO:0070887;GO:0071495,7355,24546,2.2405580574964514e-11,1.6416517655255897e-11,True,True
primary_combined_exposure_crc,GO:MF,GO:0004879,nuclear receptor activity,"""A DNA-binding transcription factor activity regulated by binding to a ligand that modulates the transcription of specific gene sets transcribed by RNA polymerase II. Nuclear receptor ligands are usually lipid-based (such as a steroid hormone) and the binding of the ligand to its receptor often occurs in the cytosol, which leads to its translocation to the nucleus."" [GOC:txnOH-2018, PMID:23457262]",57,16319,81,11,0.13580246913580246,0.19298245614035087,3.418611622667762e-15,1.1324635596366742e-12,True,GO:0000981;GO:0038023;GO:0098531,1108,10123,2.2405580574964514e-11,2.126888425640461e-11,True,True
primary_combined_exposure_crc,GO:MF,GO:0098531,ligand-modulated transcription factor activity,"""A DNA-binding transcription factor activity regulated by binding to a ligand and that modulates the transcription of specific genes and gene sets. Examples include the lac and trp repressors in E.coli and steroid hormone receptors."" [GOC:dos, PMID:25568920, PMID:8735275]",58,16319,81,11,0.13580246913580246,0.1896551724137931,4.202091130377282e-15,1.1324635596366742e-12,True,GO:0003700,8374,10123,2.3606147372993744e-11,2.126888425640461e-11,True,True
primary_combined_exposure_crc,GO:BP,GO:0006693,prostaglandin metabolic process,"""The chemical reactions and pathways involving prostaglandins, any of a group of biologically active metabolites which contain a cyclopentane ring due to the formation of a bond between two carbons of a fatty acid. They have a wide range of biological activities."" [ISBN:0198506732]",41,16319,81,10,0.12345679012345678,0.24390243902439024,5.0588212924495695e-15,2.5597635739795076e-12,True,GO:0006692,2277,24546,2.4866636063035858e-11,2.069563790741119e-11,True,True
primary_combined_exposure_crc,GO:MF,GO:0004955,prostaglandin receptor activity,"""Combining with a prostaglandin (PG) to initiate a change in cell activity."" [ISBN:0198506732]",10,16319,81,7,0.08641975308641975,0.7,6.7509620995446955e-15,1.2129228572181885e-12,True,GO:0004954,1160,10123,2.949720373361062e-11,2.277999644456365e-11,True,True
primary_combined_exposure_crc,GO:BP,GO:0006692,prostanoid metabolic process,"""The chemical reactions and pathways involving prostanoids, any compound based on or derived from the prostanoate structure."" [ISBN:0198506732]",43,16319,81,10,0.12345679012345678,0.23255813953488372,8.58333958846766e-15,3.7227169986554195e-12,True,GO:0006690;GO:0033559,2276,24546,3.375312459769023e-11,3.0098093362646736e-11,True,True
