,GSE23343|GSM572800,GSE23343|GSM572801,GSE23343|GSM572802,GSE23343|GSM572803,GSE23343|GSM572804,GSE23343|GSM572805,GSE23343|GSM572806,GSE23343|GSM572807,GSE23343|GSM572808,GSE23343|GSM572809,GSE23343|GSM572810,GSE23343|GSM572811,GSE23343|GSM572812,GSE23343|GSM572813,GSE23343|GSM572814,GSE23343|GSM572815,GSE23343|GSM572816,GSE21340|GSM533283,GSE21340|GSM533284,GSE21340|GSM533285,GSE21340|GSM533286,GSE21340|GSM533287,GSE21340|GSM533288,GSE21340|GSM533289,GSE21340|GSM533290,GSE21340|GSM533291,GSE21340|GSM533292,GSE21340|GSM533295,GSE21340|GSM533296,GSE21340|GSM533297,GSE21340|GSM533298,GSE21340|GSM533299,GSE71416|GSM1833926,GSE71416|GSM1833927,GSE71416|GSM1833928,GSE71416|GSM1833929,GSE71416|GSM1833930,GSE71416|GSM1833931,GSE71416|GSM1833932,GSE71416|GSM1833933,GSE71416|GSM1833934,GSE71416|GSM1833935,GSE71416|GSM1833936,GSE71416|GSM1833937,GSE71416|GSM1833938,GSE71416|GSM1833939,GSE71416|GSM1833940,GSE71416|GSM1833941,GSE71416|GSM1833942,GSE71416|GSM1833943,GSE71416|GSM1833944,GSE71416|GSM1833945,GSE25724|GSM631755,GSE25724|GSM631756,GSE25724|GSM631757,GSE25724|GSM631758,GSE25724|GSM631759,GSE25724|GSM631760,GSE25724|GSM631761,GSE25724|GSM631762,GSE25724|GSM631763,GSE25724|GSM631764,GSE25724|GSM631765,GSE25724|GSM631766,GSE25724|GSM631767
cluster_11_M001,-0.131704603044988,0.35705934172927273,-0.2666423828751285,-0.07364427185148864,-0.10841109161728794,-0.22759646608535317,-0.6068539884178653,0.9671851013065226,0.7235239346560951,0.03174241139275626,0.6089205951802744,-0.6509029729577321,-0.7570402708130436,-0.7328302425237895,0.374587666017175,0.7006017129694625,-0.20799447306488172,0.5847627586455904,0.6468365751952377,0.5844850946065884,0.5294716605535326,-0.46461602578154226,-0.9326368990162865,-0.6189442647693463,-0.12036324946026006,0.40315007571728484,-1.1093806253013634,0.1652309863835647,0.0684867815681366,0.11779283577456225,-0.00740991085745446,0.15313420674175557,-0.09633324264717677,-2.370553009505811,-0.07058642377709728,0.30588027483181734,0.21396062776435862,0.3323086110556135,0.030122884808839765,0.07262132041734273,0.13133172458710832,0.17110784260718512,0.1916822428162628,-0.5477854665692661,-0.06137970900563639,0.0984353145123231,0.10575727033390422,0.1341542083832878,0.1634395418949776,0.38578999286471843,0.3555615754770531,0.4544844191501999,0.5164165514665872,0.4229161545123981,-0.17880712058362688,-0.44388274326453897,0.17372405749630032,0.023624877654123196,-0.1432014761087048,0.27510673650391104,0.05718104970663014,-0.37614753616389274,-0.6342473618378075,0.5328036552804926,-0.22548684466187358
cluster_11_M002,-0.6171182866008006,-0.538931479346356,-0.5749982620849468,0.482305313205246,0.27247167159310276,-0.50632085668914,-0.8108205908843557,1.302638183706299,0.9184166510944717,0.34772202943956365,0.9174102418433838,-0.33949850794649755,-0.9884157074537141,-0.7597892058523754,0.41224617411666453,0.6325764972862786,-0.1498938654268207,0.21091478418316698,0.6776965376407806,0.3909679781550973,0.38574431579130664,0.12029209471138001,-0.9868869800079896,-0.8699011998646454,0.16593563249982138,0.5021351827720607,-1.0489875092736516,0.2639631863304661,0.266342479223374,0.10990080901183139,-0.10942751607120957,-0.07868979510178857,-0.10180303413584321,-3.465769954575891,-0.010263857841121748,0.19286091121940105,0.03900792121692942,0.12625272509936772,0.18331761145468192,0.44818659207177913,0.29304324961251266,0.012336368493307482,0.15258327067045893,-0.47567560360226085,-0.046201995514188444,0.2627931677180532,0.2717709254130759,0.40385149949702026,0.5086903677794163,0.3058841543941117,0.47093439450378655,0.42820128652540157,0.8010395462236403,0.66417900279873,0.8996220839072324,-0.46883331381045024,0.533387855617683,0.530585594153846,0.5458525274036452,-0.016977476733194722,-0.4454817343195976,-1.1723327496060207,-1.1153986057055156,-0.024856541181310216,-0.7307861887486853
cluster_11_M003,-0.7072584805293926,-0.45481233223811723,-0.742043776094454,0.3316819154784875,0.5195744743940942,-0.45057767887767375,-0.6986625121256002,1.3056515931751629,1.4658923402459099,-0.027363157594431746,0.8474481009168539,-0.533150115693211,-0.9371965304436609,-0.43952622712329265,0.25669933842178433,0.3634931312026141,-0.0998500831150756,0.2998689902148421,0.7325328356657514,0.5392282074595834,0.24273996975563925,-0.08076974295924555,-1.2123637701901084,-0.9681652749470805,0.17840095960708502,0.15502218712408294,-0.9149131208522665,0.40867918469818265,0.31914044081576753,0.4665469094968707,-0.0452309495722328,-0.1207168263168709,-0.3948695011944532,-3.352569835990144,-0.1888306878980795,0.223823231557133,0.13318831478103813,0.21143279100783854,0.14430170981077675,0.40691053544740696,0.2428319400583962,0.18406110756377336,0.4919623596779884,-0.870266510602594,-0.16863549441511774,0.40461787529080223,0.4955381077340309,0.2040282459662076,0.6803454544572186,0.13088421982385873,0.6314519634989066,0.3897941734250056,0.9688436563336328,0.5415948801199586,0.6710580900406321,-0.5462934269298849,0.7522061213959287,0.6724915338368429,0.629747627171001,-0.19054324024883015,-0.513101723792968,-1.1878079695759758,-1.179087197659242,-0.014886302032573108,-0.6042220486585265
cluster_11_M004,-0.1679636307352936,-0.09539734031762957,-0.6038503129320932,0.5046830879571628,0.5008452228531671,-0.540752514777748,-0.903929279011495,0.9970748153096864,0.7832555289636012,0.5635335977331178,0.6908822219294604,-0.5636446182448284,-1.0695448057376349,-0.8677976229296092,0.3349885158563659,0.506333845110748,-0.0687167110269785,0.599947315696231,0.8427830422521172,0.49551737308350574,0.5803626642959492,-0.21488238599540513,-1.0340954178088642,-0.6320220446229328,-0.30295458488687654,0.6038091422629679,-1.2210017472328487,-0.08782124028344748,0.048646469327516775,0.05636946978181018,0.1580755853682178,0.10726635876205826,-0.14261385574405863,-3.0308277271177078,0.09338458205831107,0.21599446930552146,0.08210515019297304,0.29132081371590773,-0.04391540427225759,0.29202293791363787,0.6021683827326599,0.23380915621731446,0.07973013778465117,-0.6015159041040469,-0.02258456617986053,0.35648750880088953,0.19946172583920335,0.43855725802742995,0.10447894844260383,0.40055883071024445,0.1007252186646564,0.35065233701191995,0.5344062874192681,0.3722034478613014,0.21721041084098627,-0.5149165122989422,0.5014312888589572,0.11968260515620284,0.24157414642250433,0.1544513875807658,-0.38223207580450347,-0.4920912621073559,-0.759866033753962,0.26530444040255186,-0.25715813057777076
cluster_11_M005,-0.5689517380314889,-0.13591203803955249,-0.20820250190949666,0.15416900108043674,0.6041015942017787,-0.2326091571995783,-0.5526601317377373,1.1113862373021264,0.6120202275477724,0.2131921425474655,0.35307465375812497,-0.4752369714314144,-0.9442299919329191,-0.6056260442935596,0.24793965980362426,0.35942785813987216,0.06811720019454207,0.6342988371645742,1.0713385680339294,0.9025417639505661,0.6861422694366673,-0.31583332037191497,-1.0737240703373394,-0.8015837498475528,-0.409159811857538,0.5165675769384346,-1.769865618245401,-0.20030502892022828,0.26083385512422164,0.28849659996334,0.3030802042448754,-0.09282807527663611,0.05687643944412487,-2.611862791822107,-0.21810105118046805,0.12453748445844498,0.12969465768066357,0.42232676548588,-0.1227295736648936,0.07236191374677817,0.31258831161137984,0.2353636287792835,0.2975003761186933,-0.46145704542148647,0.2448605217434121,0.36998200651647034,0.1618997261181856,0.25583252300167125,0.1899720061684062,0.32803528280943584,0.04643188852382207,0.16588692988229176,0.3617589670527104,0.22354502730781803,0.8439032964980453,-0.09177855995678834,0.038123122263083065,-0.03263026238152547,-0.0922658743295655,-0.03187148336276617,-0.2816955473401502,-0.23308723257321853,-0.1362730790783723,-0.19600258297442472,-0.3717257911248497
cluster_11_M006,-0.9214203822487218,-0.9390921353502993,-0.5920425497759214,1.096818764829954,0.4595615910090807,-0.5207869207966603,-0.5967348520317347,1.2202439162510734,0.9212068772622491,0.37752764334747774,1.1220781738074095,-0.44062827516344855,-1.0762203610256078,-1.0493579814826388,0.6622515520473147,0.47339844915530505,-0.19680350983483202,-0.26653514945632606,-0.17530638360120335,-0.09951487658675061,-0.5249324951916075,-0.2686852504522931,0.03909018586377662,-0.11165435478689859,-0.6985424420947406,0.12781058852991217,0.2419499647036299,0.16068602425470613,0.7066230326107307,0.339373136230768,0.1337854658498649,0.39585255412643444,-0.1865703155261686,-3.692640510832114,-0.13527974164469858,0.15886226582395283,0.296315642624266,0.3153201855857289,0.17372001645537757,0.4164231309052137,0.2758040711371971,0.007144400854614296,0.4574827583634859,-0.9282626120351565,-0.19404956098657697,0.44483663206071644,0.6277022036619103,0.2871595657495718,0.6791202357612114,0.1471114179444906,0.5907282679967126,0.2590719461002538,1.0241291429995778,0.5942463344450718,0.45271234351544415,-0.34177890296406,0.8436603956024495,1.1346143017254033,-0.08696296842529448,0.053382847799411784,-0.4668565499451089,-1.359749348759052,-1.0273439222812721,-0.4158700124145724,-0.4041836612979877
cluster_11_M007,-0.4191046279030421,-0.14229650395211482,-0.028661929102942765,1.3771811855334533,0.01051496843883641,-0.687648529014344,-0.4924161016994694,1.1741109997847237,0.3652862200958623,-0.1543366818424731,0.39140368947635285,-0.5598231744354273,-1.1663267843873757,-0.6973326005526042,0.4535387008230579,0.7154466607417949,-0.1395354920042872,0.6007424249702005,1.0256804157320838,1.0308811463331544,0.4783374395780797,-0.02941722437197676,-0.2765355369482132,-0.6407184673746045,-0.7091925271325554,0.835312921108214,-2.0907950585554462,0.4388677609245519,0.29423582481663557,-0.09964811236191926,-0.3151773831716896,-0.5425736235465155,-0.26320970846181835,-1.999028701771571,-0.39531427716811474,0.2764742343164563,-0.020383099031225798,0.2610946195466238,0.027411627498972666,0.29494163353505876,0.2886665413742068,0.24723097768735222,0.12190731700436598,-0.24623069891822796,0.10824883124439284,0.11043251488020107,0.1534588029913946,0.46577530670494693,0.04247986617183218,0.1344022189878045,0.18542964665985218,0.20621234674749853,0.8091065697712733,0.5833352695354822,0.6503933051259129,-0.3126921283435696,0.5488654307057073,-0.2037630488541923,0.9238180840500775,-0.341027635312494,-0.7376182965993406,-0.4319733674149101,-0.867870063211523,0.3342982406880221,-0.9548723601404439
cluster_11_M008,-0.619005016863486,-0.24038302672127712,-0.04446530373786099,1.156759497338213,0.11957073309909923,-0.33004537025115066,0.014019200065872262,0.9186687497747894,0.7322939267809075,0.06271536932591862,0.4270879429436478,-0.6457141844225648,-1.048925730896995,-1.0201091781254978,0.179455489759573,0.14259466254422326,0.19548223938658693,0.46779801709768415,0.5603419966641872,0.6539821858088499,0.5362351990234613,0.1872385903165549,-1.0100493054905493,-0.625578599027755,0.22587252028119711,0.5368816479310481,-1.0134383147742003,0.021028044279009533,-0.3097037839635607,-0.3553178428532101,-0.18691443665787624,0.3116240813651592,0.6082011856723305,-2.632117563645983,0.30029396705027944,0.34739546978701363,0.20655005147179972,-0.08511871451882687,0.28838854578378104,0.12491657482237777,0.14740172825637482,0.19444763624192477,0.09235322513134468,0.05333683571276617,0.2615465616729612,0.02278637479904742,0.12448041192282518,-0.17758875626002174,0.03931321778146368,-0.2781280434024663,0.18670001134978362,0.17484128037121777,1.0245171737822745,0.7096976495735708,0.23643829870558902,-0.8736876247311065,0.26182236006118675,0.058526896629522776,0.23713926487543988,-0.13243734339870153,-0.20881697529161602,-0.21342250279861555,-0.8535337114641119,0.40160402667336487,-0.6478475126168007
cluster_11_M009,-1.1878922506621148,-0.23958890578371927,-0.6820809378723255,0.3877177908186005,0.6903954068058389,-0.0090855950588844,-0.814339264192493,1.1218709428067932,1.6289199883993355,-0.1328282945466429,0.2095524209483241,-0.5144494941866292,-1.11575008141404,0.1131812169973963,0.25518254682467667,0.4748259581282409,-0.18563144801235207,,,,,,,,,,,,,,,,0.5167198429434088,-2.4924391307011398,-0.023990763402861826,0.30374633196802764,0.08053875090737654,-0.012285541584330897,-0.2169631872417122,0.10613441976568488,0.37420543711392806,-0.2635253398705862,0.26493404610227433,0.09561929291795848,0.1938958997998351,0.08955880429553487,0.09428072349749766,-0.09770649403553516,0.14068041928992792,0.2520640960453251,0.4315516782472191,0.162980713942183,,,,,,,,,,,,,
cluster_11_M010,-0.421032564386527,-0.16580658942508622,0.0527530487588724,0.13861555240080603,0.20405960550736027,-0.11872807020594117,-0.4477331295344924,0.4168337201763084,0.570164431463532,-0.3242226102713988,1.3836163967525439,-0.7186815597288655,-0.13640497546477207,0.04486603843976796,-0.17072191365125275,0.16073869638829397,-0.4683160772191545,0.5903304153565561,1.1126100791693574,0.9738472229438734,1.0942256616810362,-0.5207733144057347,-2.0356905897101067,-0.9186580096408118,0.3670783478931587,0.829009604616747,-1.4544271271395708,0.1750950628664463,-0.15761995391074576,-0.04072699846338752,0.04019093053012509,-0.0544913317869436,-0.02350998926918831,-1.630395187395713,-0.10789766013501219,-0.18097428445135336,0.14114024060230687,0.897783430414789,0.13245714190925184,0.07489701089933691,-0.24862402849346588,0.09885210694994866,0.06038119336186178,0.25941892556240936,-0.7541462217057265,0.6986318761769773,-0.17541909234450392,0.7550324070428315,-0.28557845401866117,0.406972535144465,0.3500467027950626,-0.4690686530456023,0.40387177898975596,0.07927120587756743,0.8222514632592759,-0.29523354422446274,0.41716079381589805,-0.2157054214692471,0.15825351946900212,0.28561703122795495,0.18184691911784415,-0.7878207783170139,-0.7779843732601982,-0.37239535748011227,0.10086676299373608
