background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,raw_hypergeom_p,gprofiler_p_value,gprofiler_significant,intersection_genes,parents,BH_FDR_global_source_family,BH_FDR_global_significant,BH_FDR_within_source,BH_FDR_within_source_significant
primary_genecards881,GO:BP,GO:0006954,inflammatory response,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",70,868,18,11,8.800614013110361e-09,1.7645231096251396e-05,True,,GO:0006952,0.000246249980700841,True,0.00021601987156580693,True
primary_genecards881,GO:BP,GO:0006952,defense response,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",103,868,18,12,4.3147612993434286e-08,4.32554820258232e-05,True,,GO:0006950,0.0006036566795846424,True,0.000529550654268419,True
primary_genecards881,GO:BP,GO:0070887,cellular response to chemical stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",201,868,18,15,8.019632318206417e-08,5.3597875993212425e-05,True,,GO:0042221;GO:0051716,0.0007479911063191124,True,0.000656166316275649,True
primary_genecards881,GO:BP,GO:0042221,response to chemical,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",255,868,18,16,1.8135818590673962e-07,9.090579068551938e-05,True,,GO:0050896,0.0012686458499641202,True,0.0011129045078167078,True
primary_genecards881,GO:BP,GO:0042127,regulation of cell population proliferation,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",191,868,18,14,5.511379251937253e-07,0.00014205374429579172,True,,GO:0008283;GO:0050794,0.001982446792593204,True,0.0017390779089736887,True
primary_genecards881,GO:BP,GO:0006631,fatty acid metabolic process,"""The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198547684]",29,868,18,7,5.383191724597705e-07,0.00014205374429579172,True,,GO:0006629;GO:0032787,0.001982446792593204,True,0.0017390779089736887,True
primary_genecards881,GO:BP,GO:0050896,response to stimulus,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",386,868,18,18,3.693885041897956e-07,0.00014205374429579172,True,,GO:0008150,0.001982446792593204,True,0.0017390779089736887,True
primary_genecards881,GO:BP,GO:0050727,regulation of inflammatory response,"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]",43,868,18,8,5.667979822288564e-07,0.00014205374429579172,True,,GO:0006954;GO:0031347;GO:0032101,0.001982446792593204,True,0.0017390779089736887,True
primary_genecards881,GO:BP,GO:0032787,monocarboxylic acid metabolic process,"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]",44,868,18,8,6.853580496263449e-07,0.00015268254327759247,True,,GO:0019752,0.0021307781762883063,True,0.0018691998540142512,True
primary_genecards881,GO:BP,GO:0006629,lipid metabolic process,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",64,868,18,9,1.0606173574129104e-06,0.00021265378016093015,True,,GO:0044238,0.0029677134277770645,True,0.00260339136550573,True
primary_genecards881,GO:BP,GO:0031347,regulation of defense response,"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]",65,868,18,9,1.2188232989413118e-06,0.00022215824676109872,True,,GO:0006952;GO:0080134,0.0031003540661524403,True,0.002719748790528495,True
primary_genecards881,GO:BP,GO:0008283,cell population proliferation,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",209,868,18,14,1.839573985715244e-06,0.0003073621534458426,True,,GO:0009987,0.00428942664119152,True,0.0037628485877805318,True
primary_genecards881,GO:BP,GO:0032101,regulation of response to external stimulus,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",92,868,18,10,2.399558446832236e-06,0.0003365343494632557,True,,GO:0009605;GO:0048583,0.004696542460027737,True,0.004119986105708903,True
primary_genecards881,GO:BP,GO:0051239,regulation of multicellular organismal process,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",214,868,18,14,2.517713337636827e-06,0.0003365343494632557,True,,GO:0032501;GO:0050789,0.004696542460027737,True,0.004119986105708903,True
primary_genecards881,GO:BP,GO:0007566,embryo implantation,"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, PMID:10882512]",13,868,18,5,2.45508051931942e-06,0.0003365343494632557,True,,GO:0007275;GO:0007565;GO:0022414,0.004696542460027737,True,0.004119986105708903,True
primary_genecards881,GO:BP,GO:0019752,carboxylic acid metabolic process,"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]",54,868,18,8,3.6120339699469775e-06,0.00041917165237047007,True,,GO:0043436,0.005849796511218857,True,0.0051316645282290865,True
primary_genecards881,GO:BP,GO:0008610,lipid biosynthetic process,"""The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",38,868,18,7,3.9249603755802765e-06,0.00041917165237047007,True,,GO:0006629;GO:0009058,0.005849796511218857,True,0.0051316645282290865,True
primary_genecards881,GO:BP,GO:0006633,fatty acid biosynthetic process,"""The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:mah, ISBN:0198506732]",14,868,18,5,3.770833695609017e-06,0.00041917165237047007,True,,GO:0006631;GO:0008610;GO:0072330,0.005849796511218857,True,0.0051316645282290865,True
primary_genecards881,GO:BP,GO:0043436,oxoacid metabolic process,"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [Wikipedia:Oxyacid]",55,868,18,8,4.181263365297064e-06,0.00041917165237047007,True,,GO:0006082,0.005849796511218857,True,0.0051316645282290865,True
primary_genecards881,GO:BP,GO:0006082,organic acid metabolic process,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",55,868,18,8,4.181263365297064e-06,0.00041917165237047007,True,,GO:0044281,0.005849796511218857,True,0.0051316645282290865,True
primary_genecards881,GO:BP,GO:0007565,female pregnancy,"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]",25,868,18,6,4.475971311194126e-06,0.0004273486894726343,True,,GO:0044703;GO:0044706,0.0059639120599296585,True,0.005231771038312906,True
primary_genecards881,GO:BP,GO:0044706,multi-multicellular organism process,"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]",26,868,18,6,5.748323670285785e-06,0.00046174525545537886,True,,GO:0032501,0.006443937153578333,True,0.00565286735183638,True
primary_genecards881,GO:BP,GO:0030522,intracellular receptor signaling pathway,"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]",40,868,18,7,5.6658373712018905e-06,0.00046174525545537886,True,,GO:0035556,0.006443937153578333,True,0.00565286735183638,True
primary_genecards881,GO:BP,GO:0044703,multi-organism reproductive process,"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]",26,868,18,6,5.748323670285785e-06,0.00046174525545537886,True,,GO:0022414,0.006443937153578333,True,0.00565286735183638,True
primary_genecards881,GO:BP,GO:0009605,response to external stimulus,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",157,868,18,12,5.757422137859917e-06,0.00046174525545537886,True,,GO:0050896,0.006443937153578333,True,0.00565286735183638,True
primary_genecards881,GO:BP,GO:0032501,multicellular organismal process,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",320,868,18,16,6.170834815467935e-06,0.0004758663001917022,True,,GO:0008150,0.006641004960446473,True,0.00582574274540292,True
primary_genecards881,GO:BP,GO:0065008,regulation of biological quality,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",159,868,18,12,6.636936135701492e-06,0.0004928539611873023,True,,GO:0065007,0.006878078148631979,True,0.006033712384701067,True
primary_genecards881,GO:BP,GO:0048584,positive regulation of response to stimulus,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",194,868,18,13,7.231652532289617e-06,0.000517837975971729,True,,GO:0048518;GO:0048583;GO:0050896,0.00722674533949985,True,0.0063395765377707485,True
primary_genecards881,GO:BP,GO:0006950,response to stress,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",276,868,18,15,7.797904766846196e-06,0.0005391310019821907,True,,GO:0050896,0.00752390252693529,True,0.006600254151965749,True
primary_genecards881,GO:BP,GO:0009056,catabolic process,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",136,868,18,11,1.145549336276332e-05,0.0007409117481384247,True,,GO:0008152,0.009427534111278836,True,0.00907053355104479,True
primary_genecards881,GO:BP,GO:0072330,monocarboxylic acid biosynthetic process,"""The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",17,868,18,5,1.1219186748035432e-05,0.0007409117481384247,True,,GO:0032787;GO:0046394,0.009427534111278836,True,0.00907053355104479,True
primary_genecards881,GO:BP,GO:2000628,regulation of miRNA metabolic process,"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",30,868,18,6,1.4118982331967598e-05,0.000884642486735515,True,,GO:0010586;GO:0051252,0.011287521275165295,True,0.010830141885014896,True
primary_genecards881,GO:BP,GO:0010586,miRNA metabolic process,"""The chemical reactions and pathways involving miRNA, microRNA, a class of single-stranded RNA molecules of about 21-23 nucleotides in length, which regulates gene expression."" [PMID:17993620]",31,868,18,6,1.729480246274418e-05,0.0010507902708404124,True,,GO:0016070,0.013442385214167914,True,0.012864188522742988,True
primary_genecards881,GO:BP,GO:0008015,blood circulation,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",32,868,18,6,2.1027069710476446e-05,0.0012399786696875065,True,,GO:0003013,0.01590157939375247,True,0.015180307444510436,True
primary_genecards881,GO:BP,GO:0048731,system development,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",253,868,18,14,2.246208424968368e-05,0.0012867565405856503,True,,GO:0007275;GO:0048856,0.016539778405010502,True,0.015752980571221015,True
