frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,ligand_com_displacement_A,pocket_contact_retention,nearest_pocket_distance_A
0,10.000000029814057,5.303106846879299e-07,4.020716181785027e-07,9.390236502755065e-07,1.0,3.1715804879021734
1,20.000000059628114,0.8074033465184342,1.2816120929861115,0.9836211197119045,0.7727272727272727,3.0815546664604128
2,30.00000008944217,0.8127718441711239,0.9499313313533327,0.7364200163161496,0.8636363636363636,3.5088233545766347
3,40.00000011925623,0.9838239661788669,1.3137170861276493,0.2238769678279146,0.8181818181818182,2.893278184047852
4,50.00000014907029,0.9971858326499501,1.1178352016648572,0.7599395204445736,0.8636363636363636,3.1086271068111793
5,60.00000017888434,1.0628839690370018,1.2214028763711307,0.7489534366602015,0.8636363636363636,2.8422353113648264
6,70.0000002086984,1.0919371745057473,1.4726934217455439,1.0006185978219113,0.8181818181818182,3.0231834290206763
7,80.00000023851246,1.1870830929454805,2.129961438843277,1.7023841785543157,0.7272727272727273,3.0452047670216715
8,90.00000026832652,1.109018080735681,1.8161021268087343,1.53649815005833,0.7272727272727273,2.9531951505020593
9,100.00000029814058,1.2597437723917655,1.6888453213019485,1.0341071033071163,0.6818181818181818,2.980229535922723
10,110.00000032795462,1.398542421473237,1.7731915202395159,1.3639301333034994,0.7272727272727273,3.029385347538579
11,120.00000035776868,1.3218572409607112,1.3504028755895894,0.7341371183504103,0.7727272727272727,3.0626938867540194
12,130.00000038758273,1.2667987458888308,1.4709535983125481,0.9095633739437698,0.7727272727272727,3.2597703442234347
13,140.0000004173968,1.2773203583266097,1.9112462203572615,1.456727097585597,0.6363636363636364,3.001911213263085
14,150.00000044721085,1.391847965692278,1.5971898927034323,1.1123064204467592,0.8181818181818182,3.049589195068462
15,160.0000004770249,1.5073304163959402,2.0392666592464552,1.5952159559754555,0.7727272727272727,2.963833990373595
16,170.00000050683897,1.4211795973801438,1.4139106540447788,1.0742238092779692,0.8181818181818182,3.0390402593060077
17,180.00000053665303,1.4070095849791586,1.6611889481423985,1.1087337383917335,0.6818181818181818,2.895878643524253
18,190.0000005664671,1.4294393500658369,2.4832304267468297,2.0998901132571506,0.6818181818181818,3.2179740220914215
19,200.00000059628115,1.404786409308935,1.4423906952124,0.9049156191671173,0.6818181818181818,3.0761463351727674
20,210.0000006260952,1.5453969359849138,1.6691554087594989,1.3221210606121412,0.8181818181818182,3.2317497821208816
21,220.00000065590925,1.627843920830678,1.6358980804584426,1.3320421986244633,0.8636363636363636,3.2117573778507365
22,230.0000006857233,1.740395017554839,1.4270802940828788,1.1158560676150557,0.8636363636363636,2.7875237410352627
23,240.00000071553737,1.6827750928904304,1.250341275351801,0.9461171848967134,0.8636363636363636,3.0958538728601055
24,250.00000074535143,1.4783637806624315,1.8733674170207388,1.392379148835446,0.8636363636363636,2.941091847077247
25,260.00000077516546,1.6516412289211937,1.671538566310312,1.3367627308883756,0.8181818181818182,3.0155213136318917
26,270.00000080497955,1.5278289580605324,1.6336868407522889,1.077327573523007,0.9090909090909091,3.207105531336921
27,280.0000008347936,1.482736419856416,1.2737787917299945,0.9367502637675996,0.9090909090909091,3.044491710682516
28,290.00000086460767,1.4610632586840198,1.1557774375474643,0.9623560358445377,0.8636363636363636,2.879077895092144
