dataset_version_id,role,cell_type_original,cell_class,gene_symbol,available_in_dataset,expression_transform,n_cells,n_male_cells,n_female_cells,n_male_donors,n_female_donors,male_mean_expression,female_mean_expression,female_minus_male_beta,se,raw_p,test_status,male_detection_fraction,female_detection_fraction,FDR,fdr_family,fdr_denominator,logFC_or_effect,direction,analysis_method,candidate_role
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,B cell,immune,CASP3,True,X as supplied (treated as already normalized/log-scaled),899,0,899,0,2,nan,0.01932185574932653,nan,nan,1.0,insufficient_donors,nan,0.014460511679644048,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,JUN,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,TP53,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,AHR,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,CYP19A1,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,NFE2L2,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.48400816321372986,nan,nan,1.0,insufficient_donors,nan,0.3333333333333333,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,NFKB1,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,ESR1,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,ESR2,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,AR,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,THRB,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,M2 macrophage,immune,CASP3,True,X as supplied (treated as already normalized/log-scaled),3,0,3,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,JUN,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.5463907987167111,nan,nan,1.0,insufficient_donors,nan,0.1753686727779992,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,TP53,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.024241870778843686,nan,nan,1.0,insufficient_donors,nan,0.00876843363889996,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,AHR,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.06881667545517278,nan,nan,1.0,insufficient_donors,nan,0.026703866082104424,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,CYP19A1,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,NFE2L2,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.18919838461822266,nan,nan,1.0,insufficient_donors,nan,0.06137903547229972,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,NFKB1,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.1766654613198776,nan,nan,1.0,insufficient_donors,nan,0.08250298923874054,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,ESR1,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.0027164126777163597,nan,nan,1.0,insufficient_donors,nan,0.0015942606616181746,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,ESR2,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,AR,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.0013676587558581325,nan,nan,1.0,insufficient_donors,nan,0.0007971303308090873,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,THRB,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,T cell,immune,CASP3,True,X as supplied (treated as already normalized/log-scaled),2509,0,2509,0,2,nan,0.0856335089886667,nan,nan,1.0,insufficient_donors,nan,0.021123953766440814,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,JUN,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.5028767465574531,nan,nan,1.0,insufficient_donors,nan,0.17475728155339806,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,TP53,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.05689214438314182,nan,nan,1.0,insufficient_donors,nan,0.022653721682847898,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,AHR,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.22962194487052856,nan,nan,1.0,insufficient_donors,nan,0.08737864077669903,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CYP19A1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,NFE2L2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.508013485206498,nan,nan,1.0,insufficient_donors,nan,0.1779935275080906,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,NFKB1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.7073591310545174,nan,nan,1.0,insufficient_donors,nan,0.23948220064724918,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ESR1,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.005051579055201505,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,ESR2,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,AR,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,THRB,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.004301165255550223,nan,nan,1.0,insufficient_donors,nan,0.003236245954692557,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,dendritic cell,immune,CASP3,True,X as supplied (treated as already normalized/log-scaled),309,0,309,0,2,nan,0.0626924625558643,nan,nan,1.0,insufficient_donors,nan,0.019417475728155338,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,JUN,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,1.1492016688608826,nan,nan,1.0,insufficient_donors,nan,0.35,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,TP53,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.04712503846949037,nan,nan,1.0,insufficient_donors,nan,0.021739130434782608,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,AHR,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.5434805009248186,nan,nan,1.0,insufficient_donors,nan,0.20434782608695654,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,CYP19A1,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,NFE2L2,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.8261134323721451,nan,nan,1.0,insufficient_donors,nan,0.31521739130434784,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,NFKB1,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.41762397361355197,nan,nan,1.0,insufficient_donors,nan,0.18695652173913044,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,ESR1,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.0033587966209802874,nan,nan,1.0,insufficient_donors,nan,0.002173913043478261,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,ESR2,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.004909891348618727,nan,nan,1.0,insufficient_donors,nan,0.002173913043478261,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,AR,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,THRB,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.06532569649891976,nan,nan,1.0,insufficient_donors,nan,0.01956521739130435,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,endothelial cell,endothelial,CASP3,True,X as supplied (treated as already normalized/log-scaled),460,0,460,0,2,nan,0.13226784904611993,nan,nan,1.0,insufficient_donors,nan,0.043478260869565216,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,JUN,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,1.7205438316108719,nan,nan,1.0,insufficient_donors,nan,0.4385026737967914,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,TP53,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.009203252484721522,nan,nan,1.0,insufficient_donors,nan,0.0053475935828877,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,AHR,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.19550934770414907,nan,nan,1.0,insufficient_donors,nan,0.058823529411764705,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,CYP19A1,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,NFE2L2,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.4928428358127994,nan,nan,1.0,insufficient_donors,nan,0.18181818181818182,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,NFKB1,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.13523051842085776,nan,nan,1.0,insufficient_donors,nan,0.053475935828877004,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,ESR1,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.03054231366803569,nan,nan,1.0,insufficient_donors,nan,0.016042780748663103,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,ESR2,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,AR,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.006177466146407589,nan,nan,1.0,insufficient_donors,nan,0.0053475935828877,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,THRB,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.08114559556688032,nan,nan,1.0,insufficient_donors,nan,0.0213903743315508,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,fibroblast,fibroblast,CASP3,True,X as supplied (treated as already normalized/log-scaled),187,0,187,0,2,nan,0.008831177988360006,nan,nan,1.0,insufficient_donors,nan,0.0053475935828877,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,macrophage,immune,JUN,True,X as supplied (treated as already normalized/log-scaled),170,0,170,0,2,nan,0.593288181385318,nan,nan,1.0,insufficient_donors,nan,0.20588235294117646,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,macrophage,immune,TP53,True,X as supplied (treated as already normalized/log-scaled),170,0,170,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,macrophage,immune,AHR,True,X as supplied (treated as already normalized/log-scaled),170,0,170,0,2,nan,0.44069296327130547,nan,nan,1.0,insufficient_donors,nan,0.17647058823529413,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,macrophage,immune,CYP19A1,True,X as supplied (treated as already normalized/log-scaled),170,0,170,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,macrophage,immune,NFE2L2,True,X as supplied (treated as already normalized/log-scaled),170,0,170,0,2,nan,0.7447222727202212,nan,nan,1.0,insufficient_donors,nan,0.27058823529411763,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,macrophage,immune,NFKB1,True,X as supplied (treated as already normalized/log-scaled),170,0,170,0,2,nan,1.086768023165402,nan,nan,1.0,insufficient_donors,nan,0.37058823529411766,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,primary
f56c02aa-01c0-4fe0-b0ef-7a92bdba5a29,thyroid,macrophage,immune,ESR1,True,X as supplied (treated as already normalized/log-scaled),170,0,170,0,2,nan,0.0,nan,nan,1.0,insufficient_donors,nan,0.0,1.0,all prespecified candidate genes x all prespecified target curated cell types x datasets,15510,nan,undetermined,donor-level mean expression; Welch two-sample test,secondary_audit
