endpoint_id,outcome_name,cycle,interaction_beta,interaction_se,interaction_z,interaction_p,fit_status,fit_reason,analytic_n,cases,controls,male_cases,female_cases,pooled_interaction_beta,same_direction_as_pooled,low_case_caution
any_arthritis,Any arthritis,2003-2004,0.26916980471585905,0.10895435292717655,2.470482339478149,0.02597388029006943,ok,,1447,400,1047,161,239,0.18947193062555825,True,False
any_arthritis,Any arthritis,2005-2006,0.0984583171234998,0.14774444631611058,0.6664095983197952,0.5152690555056276,ok,,1455,348,1107,159,189,0.18947193062555825,True,False
any_arthritis,Any arthritis,2007-2008,0.2305951380997923,0.16565658995073881,1.3920070319470188,0.1829685803644105,ok,,1692,516,1176,219,297,0.18947193062555825,True,False
any_arthritis,Any arthritis,2009-2010,0.017351150478717763,0.11504008505355862,0.1508269962651686,0.881997359906662,ok,,1825,489,1336,223,266,0.18947193062555825,True,False
any_arthritis,Any arthritis,2011-2012,0.17641150128511443,0.143543217191738,1.2289783156348837,0.2358208864063253,ok,,1548,399,1149,159,240,0.18947193062555825,True,False
any_arthritis,Any arthritis,2013-2014,0.13238650257588588,0.1461588218501115,0.9057715497436797,0.379376404119277,ok,,1678,420,1258,160,260,0.18947193062555825,True,False
any_arthritis,Any arthritis,2015-2016,0.08002340652718264,0.1351401349779021,0.5921512993920566,0.5625694422803447,ok,,1598,400,1198,173,227,0.18947193062555825,True,False
any_arthritis,Any arthritis,2017-2018,0.6615816518980686,0.1504797805986545,4.396482034105146,0.0005205626290775389,ok,,1476,450,1026,197,253,0.18947193062555825,True,False
gout,Gout,2007-2008,0.8316467249204262,0.44007874862405466,1.8897679733925887,0.0770470792071439,ok,,1694,86,1608,73,13,0.3118185871131377,True,True
gout,Gout,2009-2010,0.23305616585537461,0.4399839389043398,0.5296924393098019,0.6035982779531579,ok,,1826,84,1742,65,19,0.3118185871131377,True,True
gout,Gout,2011-2012,-0.03324472196678107,0.22692830912540704,-0.14649878675299646,0.8852508862328676,ok,,1552,62,1490,36,26,0.3118185871131377,False,True
gout,Gout,2013-2014,0.35660016036231945,0.40253852123850536,0.8858783484004322,0.3896644851218889,ok,,1682,73,1609,56,17,0.3118185871131377,True,True
