consensus_rank,gene_symbol,MCC_rank,MCC_score,MCC_top25,MNC_rank,MNC_score,MNC_top25,EPC_rank,EPC_score,EPC_top25,Degree_rank,Degree_score,Degree_top25,Closeness_rank,Closeness_score,Closeness_top25,Betweenness_rank,Betweenness_score,Betweenness_top25,Radiality_rank,Radiality_score,Radiality_top25,Stress_rank,Stress_score,Stress_top25,top25_algorithm_count,consensus_hub,top25_algorithm_fraction,top25_algorithms,string_id,mapping_status,in_network,hub_rank,degree,original_degree_top20,algorithm_panel,ml_rank,stable_ml_flag,ml_priority_score,cross_rank,candidate_tier,cross_support_flag,cross_rank_score,stable_ml,tier1
14,IL4,7.0,1142160.0,True,11.0,18.0,True,16.0,68.26,True,11.0,18.0,True,13.0,43.583333333333336,True,29.0,25.902880927341023,False,17.0,59.43589743589744,True,25.0,295.0,True,7,True,0.875,MCC;MNC;EPC;Degree;Closeness;Radiality;Stress,9606.ENSP00000231449,mapped,yes,11.0,18,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",90,False,0.23736954635986213,36,Tier 3: PPI/pathway only,False,0.5174267942657212,False,False
15,PPARA,30.0,979.0,False,17.0,15.0,True,22.0,68.26,True,16.0,16.0,True,14.0,43.416666666666664,True,8.0,144.26222784960555,True,13.0,60.21538461538462,True,8.0,1122.0,True,7,True,0.875,MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000385523,mapped,yes,16.0,16,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",57,False,0.49284882632187943,10,Tier 1: cross-supported,True,0.7078928540838925,False,True
16,STAT3,11.0,665790.0,True,6.0,29.0,True,27.0,68.26,False,6.0,29.0,True,5.0,50.666666666666664,True,7.0,155.20477839282228,True,5.0,63.72307692307692,True,7.0,1141.0,True,7,True,0.875,MCC;MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000264657,mapped,yes,5.0,29,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",74,False,0.37706044593587273,4,Tier 1: cross-supported,True,0.770227225469764,False,True
17,TNF,3.0,1358450.0,True,2.0,36.0,True,30.0,68.26,False,2.0,36.0,True,2.0,54.333333333333336,True,4.0,298.98308444966835,True,2.0,65.08717948717948,True,4.0,2033.0,True,7,True,0.875,MCC;MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000398698,mapped,yes,2.0,36,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",79,False,0.37706044593587273,26,Tier 3: PPI/pathway only,False,0.5683960454281767,False,False
18,TP53,15.0,152449.0,True,4.0,31.0,True,31.0,68.26,False,4.0,32.0,True,4.0,52.333333333333336,True,1.0,438.87225120583355,True,4.0,64.5025641025641,True,2.0,2302.0,True,7,True,0.875,MCC;MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000269305,mapped,yes,3.0,32,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",42,False,0.6015607584938483,9,Tier 1: cross-supported,True,0.7098762626653397,False,True
19,CEBPA,28.0,1898.0,False,24.0,12.0,True,33.0,68.196,False,25.0,12.0,True,17.0,41.916666666666664,True,22.0,49.949903071404684,True,15.0,60.02051282051282,True,23.0,407.0,True,6,False,0.75,MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000427514,mapped,yes,26.0,12,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",49,False,0.57860808533779,33,Tier 2: replicated + pathway,False,0.5263471492324502,False,False
20,IL13,6.0,1146480.0,True,13.0,17.0,True,11.0,68.26,True,13.0,17.0,True,18.0,41.916666666666664,True,35.0,14.14867751541403,False,22.0,57.87692307692307,True,32.0,143.0,False,6,False,0.75,MCC;MNC;EPC;Degree;Closeness;Radiality,9606.ENSP00000304915,mapped,yes,13.0,17,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",72,False,0.37706044593587273,22,Tier 1: cross-supported,True,0.6372497501705612,False,True
21,IL1A,5.0,1180800.0,True,15.0,16.0,True,13.0,68.26,True,15.0,16.0,True,22.0,41.0,True,38.0,8.747334441028414,False,25.0,57.0974358974359,True,37.0,94.0,False,6,False,0.75,MCC;MNC;EPC;Degree;Closeness;Radiality,9606.ENSP00000263339,mapped,yes,15.0,16,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",24,False,0.7291405886365134,2,Tier 1: cross-supported,True,0.8281522762691048,False,True
22,SREBF1,35.0,298.0,False,19.0,14.0,True,26.0,68.26,False,19.0,14.0,True,21.0,41.333333333333336,True,11.0,115.0769629258308,True,21.0,58.46153846153847,True,11.0,854.0,True,6,False,0.75,MNC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000348069,mapped,yes,19.0,14,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",73,False,0.37706044593587273,38,Tier 1: cross-supported,True,0.5157164462816805,False,True
23,CXCR4,18.0,97200.0,True,25.0,12.0,True,8.0,68.26,True,26.0,12.0,False,25.0,39.916666666666664,True,46.0,3.8723292734038988,False,24.0,57.48717948717948,True,41.0,60.0,False,5,False,0.625,MCC;MNC;EPC;Closeness;Radiality,9606.ENSP00000386884,mapped,yes,28.0,12,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",88,False,0.23736954635986213,49,Tier 4: other,False,0.44979666580483757,False,False
24,IL18,12.0,404641.0,True,26.0,12.0,False,12.0,68.26,True,23.0,13.0,True,28.0,39.333333333333336,False,19.0,77.55790849958633,True,31.0,56.31794871794872,False,22.0,501.0,True,5,False,0.625,MCC;EPC;Degree;Betweenness;Stress,9606.ENSP00000280357,mapped,yes,20.0,13,True,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",25,False,0.7291405886365134,13,Tier 1: cross-supported,True,0.6965760012083918,False,True
25,CD80,8.0,816480.0,True,20.0,13.0,True,5.0,68.26,True,21.0,13.0,True,26.0,39.833333333333336,False,44.0,4.001106012764571,False,26.0,56.9025641025641,False,39.0,65.0,False,4,False,0.5,MCC;MNC;EPC;Degree,9606.ENSP00000264246,mapped,yes,22.0,13,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",85,False,0.23736954635986213,63,Tier 2: replicated + pathway,False,0.37167740623889367,False,False
26,CD86,9.0,816480.0,True,21.0,13.0,True,6.0,68.26,True,22.0,13.0,True,27.0,39.833333333333336,False,45.0,4.001106012764571,False,27.0,56.9025641025641,False,40.0,65.0,False,4,False,0.5,MCC;MNC;EPC;Degree,9606.ENSP00000332049,mapped,yes,21.0,13,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",46,False,0.57860808533779,29,Tier 2: replicated + pathway,False,0.5487803481127239,False,False
27,NR3C1,31.0,966.0,False,29.0,11.0,False,21.0,68.26,True,29.0,11.0,False,24.0,40.166666666666664,True,34.0,16.21422596505666,False,20.0,58.46153846153847,True,31.0,154.0,False,3,False,0.375,EPC;Closeness;Radiality,9606.ENSP00000231509,mapped,yes,29.0,11,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",11,True,0.8674020919061598,48,Tier 2: replicated + pathway,False,0.45323702134953936,True,False
28,STAT6,23.0,13680.0,True,28.0,12.0,False,28.0,68.26,False,28.0,12.0,False,20.0,41.5,True,39.0,8.624895468575472,False,19.0,59.43589743589744,True,33.0,117.0,False,3,False,0.375,MCC;Closeness;Radiality,9606.ENSP00000300134,mapped,yes,27.0,12,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",83,False,0.35248711370187336,64,Tier 4: other,False,0.37135322168169516,False,False
29,AR,34.0,361.0,False,37.0,7.0,False,38.0,67.747,False,36.0,8.0,False,32.0,37.5,False,6.0,181.67693251804423,True,29.0,56.51282051282051,False,9.0,975.0,True,2,False,0.25,Betweenness;Stress,9606.ENSP00000363822,mapped,yes,37.0,8,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",40,False,0.6557555554451481,51,Tier 2: replicated + pathway,False,0.44848243623415923,False,False
30,CCR7,25.0,10806.0,True,30.0,10.0,False,3.0,68.26,True,30.0,10.0,False,37.0,36.56666666666666,False,47.0,3.6685308972073676,False,48.0,53.78461538461538,False,49.0,24.0,False,2,False,0.25,MCC;EPC,9606.ENSP00000246657,mapped,yes,34.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",52,False,0.5763931925507815,43,Tier 2: replicated + pathway,False,0.4851177007118519,False,False
31,CYP17A1,59.0,3.0,False,72.0,1.0,False,70.0,39.5,False,57.0,3.0,False,70.0,26.5,False,10.0,117.04106605502511,True,71.0,43.45641025641025,False,17.0,600.0,True,2,False,0.25,Betweenness;Stress,9606.ENSP00000358903,mapped,yes,59.0,3,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",89,False,0.23736954635986213,75,Tier 4: other,False,0.2482698407597105,False,False
32,FASN,38.0,147.0,False,33.0,9.0,False,36.0,68.134,False,31.0,10.0,False,39.0,36.416666666666664,False,15.0,85.47708398339876,True,44.0,54.174358974358974,False,18.0,590.0,True,2,False,0.25,Betweenness;Stress,9606.ENSP00000304592,mapped,yes,32.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",8,True,0.8674028610630703,23,Tier 2: replicated + pathway,False,0.6266280578075623,True,False
33,IL33,13.0,362880.0,True,34.0,9.0,False,15.0,68.26,True,35.0,9.0,False,42.0,36.06666666666666,False,73.0,0.0,False,49.0,53.58974358974359,False,73.0,0.0,False,2,False,0.25,MCC;EPC,9606.ENSP00000370842,mapped,yes,35.0,9,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",64,False,0.47323651009483314,61,Tier 4: other,False,0.39222226856036596,False,False
34,IL5,10.0,726480.0,True,27.0,12.0,False,17.0,68.26,True,27.0,12.0,False,31.0,37.56666666666666,False,53.0,1.6127344877344878,False,45.0,54.174358974358974,False,52.0,13.0,False,2,False,0.25,MCC;EPC,9606.ENSP00000231454,mapped,yes,25.0,12,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",55,False,0.49284882632187943,42,Tier 2: replicated + pathway,False,0.48969455309183896,False,False
35,RXRA,42.0,72.0,False,35.0,8.0,False,35.0,68.137,False,33.0,10.0,False,38.0,36.5,False,13.0,112.77694426140889,True,43.0,54.369230769230775,False,10.0,891.0,True,2,False,0.25,Betweenness;Stress,9606.ENSP00000419692,mapped,yes,30.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",12,True,0.8674020919061598,6,Tier 2: replicated + pathway,False,0.7313810468993645,True,False
36,ACE,48.0,15.0,False,46.0,5.0,False,48.0,66.71,False,46.0,6.0,False,43.0,35.9,False,24.0,46.605302707203315,True,40.0,54.758974358974356,False,26.0,254.0,False,1,False,0.125,Betweenness,9606.ENSP00000290866,mapped,yes,48.0,6,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",68,False,0.47323651009483314,62,Tier 4: other,False,0.3774420616087336,False,False
37,NOS3,43.0,56.0,False,40.0,7.0,False,42.0,67.481,False,43.0,7.0,False,30.0,37.583333333333336,False,25.0,44.83138420822243,True,28.0,56.70769230769231,False,27.0,235.0,False,1,False,0.125,Betweenness,9606.ENSP00000297494,mapped,yes,45.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",31,False,0.7291405886365134,8,Tier 2: replicated + pathway,False,0.7114974757847699,False,False
38,TIMP1,24.0,10920.0,True,32.0,10.0,False,29.0,68.26,False,34.0,10.0,False,33.0,37.25,False,51.0,1.8947311460469354,False,39.0,54.95384615384616,False,53.0,12.0,False,1,False,0.125,MCC,9606.ENSP00000218388,mapped,yes,33.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",4,True,0.913287219706549,34,Tier 2: replicated + pathway,False,0.524548239530241,True,False
39,ACACA,40.0,96.0,False,36.0,7.0,False,44.0,67.252,False,38.0,7.0,False,51.0,33.28333333333333,False,49.0,2.7990654147194394,False,57.0,51.44615384615385,False,48.0,25.0,False,0,False,0.0,,9606.ENSP00000483300,mapped,yes,40.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",9,True,0.8674028610630703,21,Tier 2: replicated + pathway,False,0.6506510486126246,True,False
40,ACLY,47.0,27.0,False,47.0,5.0,False,47.0,67.009,False,47.0,6.0,False,48.0,34.916666666666664,False,33.0,16.447933018563823,False,46.0,53.97948717948718,False,36.0,110.0,False,0,False,0.0,,9606.ENSP00000466259,mapped,yes,46.0,6,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",27,False,0.7291405886365134,35,Tier 2: replicated + pathway,False,0.5188268735912662,False,False
41,ACP3,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000323036,mapped,yes,79.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",96,False,0.0,96,Tier 4: other,False,0.0,False,False
42,ACSL4,72.0,1.0,False,67.0,1.0,False,73.0,33.663,False,72.0,1.0,False,74.0,24.099999999999998,False,62.0,0.0,False,74.0,39.753846153846155,False,62.0,0.0,False,0,False,0.0,,9606.ENSP00000339787,mapped,yes,72.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",28,False,0.7291405886365134,32,Tier 2: replicated + pathway,False,0.5265408907238522,False,False
43,AGTR1,60.0,2.0,False,58.0,2.0,False,64.0,51.383,False,60.0,2.0,False,71.0,26.099999999999998,False,63.0,0.0,False,70.0,43.65128205128205,False,63.0,0.0,False,0,False,0.0,,9606.ENSP00000398832,mapped,yes,65.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",17,True,0.8197203152575905,41,Tier 2: replicated + pathway,False,0.4947912878821037,True,False
44,ALOX5,73.0,1.0,False,68.0,1.0,False,71.0,35.277,False,73.0,1.0,False,72.0,25.3,False,64.0,0.0,False,72.0,41.8974358974359,False,64.0,0.0,False,0,False,0.0,,9606.ENSP00000363512,mapped,yes,76.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",84,False,0.23736954635986213,95,Tier 4: other,False,0.0,False,False
45,ANGPT2,74.0,1.0,False,69.0,1.0,False,72.0,34.991,False,74.0,1.0,False,62.0,31.233333333333334,False,65.0,0.0,False,58.0,51.05641025641025,False,65.0,0.0,False,0,False,0.0,,9606.ENSP00000314897,mapped,yes,77.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",15,True,0.8197203152575905,55,Tier 2: replicated + pathway,False,0.42304060045179126,True,False
46,ANGPTL4,61.0,2.0,False,70.0,1.0,False,65.0,50.919,False,61.0,2.0,False,64.0,29.866666666666667,False,61.0,0.07142857142857142,False,64.0,49.3025641025641,False,61.0,1.0,False,0,False,0.0,,9606.ENSP00000301455,mapped,yes,67.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",87,False,0.23736954635986213,74,Tier 4: other,False,0.25669211614612925,False,False
47,ATF4,58.0,3.0,False,59.0,2.0,False,57.0,60.654,False,56.0,3.0,False,54.0,32.666666666666664,False,57.0,0.6054894179894179,False,52.0,52.42051282051282,False,55.0,7.0,False,0,False,0.0,,9606.ENSP00000336790,mapped,yes,58.0,3,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",44,False,0.57860808533779,37,Tier 2: replicated + pathway,False,0.5170253768863898,False,False
48,ATG5,45.0,48.0,False,48.0,5.0,False,49.0,66.208,False,49.0,5.0,False,50.0,34.25,False,60.0,0.4436736411736412,False,50.0,53.39487179487179,False,56.0,7.0,False,0,False,0.0,,9606.ENSP00000358072,mapped,yes,49.0,5,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",71,False,0.37706044593587273,71,Tier 4: other,False,0.2798094643134794,False,False
49,BECN1,41.0,73.0,False,42.0,6.0,False,41.0,67.509,False,39.0,7.0,False,41.0,36.166666666666664,False,41.0,5.306594137367792,False,37.0,54.95384615384616,False,42.0,59.0,False,0,False,0.0,,9606.ENSP00000355231,mapped,yes,39.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",69,False,0.4486786800626229,65,Tier 4: other,False,0.370833345986924,False,False
50,BMP2,62.0,2.0,False,60.0,2.0,False,63.0,51.464,False,62.0,2.0,False,60.0,31.4,False,66.0,0.0,False,60.0,50.86153846153846,False,66.0,0.0,False,0,False,0.0,,9606.ENSP00000368104,mapped,yes,70.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",7,True,0.913287219706549,57,Tier 2: replicated + pathway,False,0.41971419647021907,True,False
51,BSCL2,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000354032,mapped,yes,80.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",53,False,0.5584395398729359,80,Tier 2: replicated + pathway,False,0.18666100897552315,False,False
52,CAT,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000241052,mapped,yes,81.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",19,False,0.784034276104129,70,Tier 4: other,False,0.2860692487252391,False,False
53,CCN2,36.0,242.0,False,38.0,7.0,False,39.0,67.733,False,40.0,7.0,False,35.0,36.833333333333336,False,40.0,8.567266967924862,False,32.0,55.733333333333334,False,44.0,41.0,False,0,False,0.0,,9606.ENSP00000356954,mapped,yes,44.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",97,False,0.0,94,Tier 4: other,False,0.0,False,False
54,CNR1,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000358513,mapped,yes,82.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",2,True,0.913287219706549,59,Tier 2: replicated + pathway,False,0.4038022047080674,True,False
55,COPS5,63.0,2.0,False,61.0,2.0,False,68.0,49.6,False,63.0,2.0,False,61.0,31.333333333333332,False,67.0,0.0,False,59.0,51.05641025641025,False,67.0,0.0,False,0,False,0.0,,9606.ENSP00000350512,mapped,yes,64.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",36,False,0.6566887923274999,67,Tier 2: replicated + pathway,False,0.35617250093492525,False,False
56,CYP11B1,75.0,1.0,False,71.0,1.0,False,76.0,20.36,False,75.0,1.0,False,76.0,19.566666666666666,False,68.0,0.0,False,76.0,29.035897435897436,False,68.0,0.0,False,0,False,0.0,,9606.ENSP00000292427,mapped,yes,73.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",80,False,0.37706044593587273,76,Tier 4: other,False,0.2444360818725842,False,False
57,CYP3A4,64.0,2.0,False,73.0,1.0,False,75.0,30.044,False,64.0,2.0,False,75.0,21.733333333333334,False,42.0,5.25,False,75.0,33.51794871794872,False,57.0,7.0,False,0,False,0.0,,9606.ENSP00000498939,mapped,yes,61.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",29,False,0.7291405886365134,39,Tier 2: replicated + pathway,False,0.5146036768552907,False,False
58,DUSP1,65.0,2.0,False,74.0,1.0,False,66.0,50.609,False,65.0,2.0,False,58.0,32.36666666666667,False,52.0,1.6699786324786325,False,53.0,52.225641025641025,False,51.0,15.0,False,0,False,0.0,,9606.ENSP00000239223,mapped,yes,71.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",34,False,0.7291405886365134,66,Tier 2: replicated + pathway,False,0.3611808541535063,False,False
59,EPAS1,51.0,8.0,False,50.0,4.0,False,54.0,63.09,False,51.0,4.0,False,56.0,32.416666666666664,False,56.0,0.7261904761904762,False,55.0,51.641025641025635,False,59.0,4.0,False,0,False,0.0,,9606.ENSP00000263734,mapped,yes,55.0,4,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",16,True,0.8197203152575905,30,Tier 2: replicated + pathway,False,0.5417369788823629,True,False
